Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.500475407,3.195848,-1.675327,1.323023,-1.039982,-0.1036595,-0.04588114,54.8752,5.715364,-8.625738,1002.201
0.505530834,3.318443,-1.796521,1.384258,-1.043872,-0.1056634,-0.04685281,54.8752,5.715364,-8.625738,1002.201
0.510585785,3.502336,-1.796521,1.567963,-1.041938,-0.1036888,-0.04634215,54.8752,5.715364,-8.625738,1002.201
0.515641212,3.686228,-2.038908,1.567963,-1.047259,-0.1095895,-0.04883558,54.8752,5.715364,-8.625738,1002.201
0.520696640,4.115311,-2.463087,1.506728,-1.047901,-0.1036001,-0.05968862,54.8752,5.715364,-8.625738,1002.201
0.525752067,4.850882,-2.40249,1.506728,-1.052713,-0.1090548,-0.05882425,54.8752,5.715364,-8.625738,1002.201
0.530807018,5.709048,-2.644877,1.445493,-1.054641,-0.1124672,-0.06080776,54.8752,5.715364,-8.625738,1002.201
0.535862446,6.322023,-2.766071,1.629198,-1.047841,-0.1108527,-0.06274603,54.8752,5.715364,-8.625738,1002.201
0.540917873,6.934999,-2.40249,1.567963,-1.045918,-0.1079054,-0.06221055,54.15992,4.58582,-8.617996,1002.201
0.545973778,7.793165,-2.463087,1.690434,-1.050255,-0.1180872,-0.07008837,54.15992,4.58582,-8.617996,1002.201
0.551029205,8.712628,-2.644877,1.384258,-1.039458,-0.1189517,-0.06398862,54.15992,4.58582,-8.617996,1002.201
0.556084156,9.325604,-2.947861,1.506728,-1.039866,-0.1252973,-0.06318852,54.15992,4.58582,-8.617996,1002.201
0.561139583,9.632092,-2.826668,1.445493,-1.03893,-0.1237777,-0.06603128,54.15992,4.58582,-8.617996,1002.201
0.566195011,10.06117,-2.523683,1.384258,-1.031045,-0.1280587,-0.06286334,54.15992,4.58582,-8.617996,1002.201
0.571250439,10.30637,-2.463087,1.261788,-1.035049,-0.1193775,-0.06260486,54.15992,4.58582,-8.617996,1002.201
0.576305389,10.36766,-2.463087,1.261788,-1.029262,-0.1219957,-0.07565244,54.15992,4.58582,-8.617996,1002.201
0.581360817,10.73545,-2.220699,1.506728,-1.03223,-0.1181666,-0.07504831,54.15992,4.58582,-8.617996,1002.201
0.586416244,10.49026,-2.281296,1.323023,-1.034773,-0.1108818,-0.07723291,54.52189,4.965569,-8.621555,1002.201
0.591471195,10.24507,-2.160102,1.323023,-1.034741,-0.1114175,-0.07389556,54.52189,4.965569,-8.621555,1002.201
0.596526623,10.18377,-2.099505,1.200553,-1.03923,-0.1075098,-0.08045635,54.52189,4.965569,-8.621555,1002.201
0.601582050,10.30637,-2.220699,1.261788,-1.03624,-0.1099505,-0.07623786,54.52189,4.965569,-8.621555,1002.201
0.606637478,10.42896,-2.40249,1.016848,-1.041734,-0.09744114,-0.07347426,54.52189,4.965569,-8.621555,1002.201
0.611692428,10.61285,-2.644877,1.139318,-1.043714,-0.0959973,-0.0748551,54.52189,4.965569,-8.621555,1002.201
0.616747856,10.73545,-2.644877,1.323023,-1.041694,-0.09894252,-0.07064026,54.52189,4.965569,-8.621555,1002.201
0.621803284,10.91934,-2.947861,1.506728,-1.042797,-0.09729686,-0.08447187,54.52189,4.965569,-8.621555,1002.201
0.626858711,10.98064,-2.887265,1.384258,-1.038743,-0.1051185,-0.07704891,54.52189,4.965569,-8.621555,1002.201
0.631913662,11.47102,-2.826668,1.323023,-1.041623,-0.1062163,-0.07226206,54.52189,4.965569,-8.621555,1002.201
0.636969089,11.40972,-2.766071,1.200553,-1.043577,-0.1076763,-0.07467445,54.14649,4.955092,-9.06769,1002.201
0.642024517,11.47102,-2.887265,1.200553,-1.042033,-0.1120826,-0.070971,54.14649,4.955092,-9.06769,1002.201
0.647079468,11.10323,-2.766071,1.261788,-1.038692,-0.106641,-0.0727793,54.14649,4.955092,-9.06769,1002.201
0.652134895,10.98064,-2.887265,1.384258,-1.037097,-0.1116184,-0.0633458,54.14649,4.955092,-9.06769,1002.201
0.657190323,11.22583,-3.129652,1.506728,-1.037657,-0.1095903,-0.06951277,54.14649,4.955092,-9.06769,1002.201
0.662245750,11.28713,-2.766071,1.445493,-1.03713,-0.1077489,-0.0618109,54.14649,4.955092,-9.06769,1002.201
0.667300701,11.40972,-2.766071,1.261788,-1.039086,-0.1139663,-0.07152548,54.14649,4.955092,-9.06769,1002.201
0.672356129,11.53232,-3.069055,1.261788,-1.034629,-0.1149561,-0.06489022,54.14649,4.955092,-9.06769,1002.201
0.674883366,11.59361,-3.129652,1.323023,-1.035564,-0.1202886,-0.06741068,54.14649,4.955092,-9.06769,1002.201
0.679939270,11.71621,-3.129652,1.323023,-1.039999,-0.1145768,-0.06435105,54.14649,4.955092,-9.06769,1002.201
0.684994221,12.08399,-3.432636,1.261788,-1.037964,-0.1208839,-0.06309433,54.52578,4.594748,-9.069999,1002.201
0.690052509,12.69697,-3.55383,1.261788,-1.040822,-0.1153568,-0.04569173,54.52578,4.594748,-9.069999,1002.201
0.695105553,13.24865,-3.432636,1.323023,-1.04535,-0.1132813,-0.05995878,54.52578,4.594748,-9.069999,1002.201
0.700160503,14.04552,-3.311443,1.323023,-1.047192,-0.1249473,-0.06311037,54.52578,4.594748,-9.069999,1002.201
0.705216408,13.80033,-3.432636,1.200553,-1.043713,-0.1297611,-0.0623081,54.52578,4.594748,-9.069999,1002.201
0.710271358,13.86162,-3.129652,1.139318,-1.038061,-0.1159429,-0.06823413,54.52578,4.594748,-9.069999,1002.201
0.715326786,14.04552,-2.40249,1.200553,-1.033226,-0.1148158,-0.07255998,54.52578,4.594748,-9.069999,1002.201
0.720381737,14.29071,-2.281296,1.384258,-1.037685,-0.1090616,-0.07237159,54.52578,4.594748,-9.069999,1002.201
0.725437164,14.4133,-2.341893,1.200553,-1.028879,-0.102273,-0.05983471,54.52578,4.594748,-9.069999,1002.201
0.730492592,14.71979,-1.917715,1.445493,-1.032491,-0.09530898,-0.07446494,54.52578,4.594748,-9.069999,1002.201
0.735547543,14.90368,-1.554133,1.078083,-1.035868,-0.09877694,-0.07452115,54.88774,4.974496,-9.073557,1002.201
0.740602970,14.78109,-1.735924,1.445493,-1.039346,-0.09539385,-0.07727482,54.88774,4.974496,-9.073557,1002.201
0.745658398,15.27147,-1.43294,1.261788,-1.037369,-0.09064251,-0.06711892,54.88774,4.974496,-9.073557,1002.201
0.750713825,15.39406,-1.069358,1.384258,-1.03774,-0.09801016,-0.06299388,54.88774,4.974496,-9.073557,1002.201
0.755768776,15.82315,-0.8875678,1.261788,-1.035745,-0.1004337,-0.06115932,54.88774,4.974496,-9.073557,1002.201
0.760824203,15.57796,-0.7663741,1.078083,-1.039149,-0.09766411,-0.05531171,54.88774,4.974496,-9.073557,1002.201
0.765879631,15.51666,-1.129955,1.200553,-1.043603,-0.09620215,-0.0609775,54.88774,4.974496,-9.073557,1002.2
0.770935059,15.27147,-1.493537,1.200553,-1.03728,-0.100806,-0.07072935,54.88774,4.974496,-9.073557,1002.2
0.775990009,15.08757,-1.493537,1.384258,-1.034778,-0.09992215,-0.06163422,54.88774,4.974496,-9.073557,1002.2
0.781045437,14.4746,-1.61473,1.261788,-1.038148,-0.09816758,-0.05294021,54.88774,4.974496,-9.073557,1002.2
0.786100864,13.92292,-1.372343,1.323023,-1.035246,-0.09711212,-0.05485583,54.90118,4.605224,-8.623863,1002.2
0.791155815,13.67773,-1.735924,1.200553,-1.038164,-0.09670858,-0.05290297,54.90118,4.605224,-8.623863,1002.2
0.796211243,13.30995,-1.978312,1.323023,-1.033234,-0.09575804,-0.04526536,54.90118,4.605224,-8.623863,1002.2
0.801266670,13.30995,-2.038908,1.261788,-1.040121,-0.08911902,-0.04215902,54.90118,4.605224,-8.623863,1002.2
0.806322098,13.73903,-1.735924,1.384258,-1.042156,-0.08424262,-0.04536713,54.90118,4.605224,-8.623863,1002.203
0.811379433,13.61643,-1.978312,1.506728,-1.044125,-0.08377144,-0.0467728,54.90118,4.605224,-8.623863,1002.203
0.816432476,13.43254,-2.523683,1.629198,-1.039552,-0.09687712,-0.04331907,54.90118,4.605224,-8.623863,1002.203
0.821487904,13.30995,-2.766071,1.445493,-1.040061,-0.09637163,-0.04521642,54.90118,4.605224,-8.623863,1002.203
0.826543331,12.81956,-2.887265,1.384258,-1.035602,-0.1011743,-0.04394437,54.90118,4.605224,-8.623863,1002.203
0.831598282,12.75827,-2.463087,1.323023,-1.036076,-0.09978094,-0.04007445,54.88386,5.345317,-8.625113,1002.203
0.836653709,12.88086,-2.766071,1.261788,-1.032742,-0.09813824,-0.04820304,54.88386,5.345317,-8.625113,1002.203
0.841709137,13.30995,-2.826668,1.384258,-1.037541,-0.09647451,-0.03518904,54.88386,5.345317,-8.625113,1002.203
0.846764088,13.67773,-2.826668,1.323023,-1.037996,-0.09845012,-0.03379869,54.88386,5.345317,-8.625113,1002.203
0.851819515,14.352,-2.826668,1.384258,-1.035033,-0.09750769,-0.0280577,54.88386,5.345317,-8.625113,1002.203
0.856874943,14.78109,-2.523683,1.445493,-1.039456,-0.1037211,-0.04110014,54.88386,5.345317,-8.625113,1002.203
0.861930370,14.96498,-2.705474,1.384258,-1.03699,-0.1013429,-0.03436047,54.88386,5.345317,-8.625113,1002.203
0.866985321,15.02628,-2.766071,1.261788,-1.036496,-0.1051538,-0.03924952,54.88386,5.345317,-8.625113,1002.203
0.872040749,14.65849,-2.766071,1.445493,-1.039403,-0.1057229,-0.03732149,54.88386,5.345317,-8.625113,1002.203
0.877096176,14.4133,-3.008458,1.384258,-1.038424,-0.1033296,-0.03343989,54.88386,5.345317,-8.625113,1002.203
0.882151604,14.10681,-3.190249,1.261788,-1.035686,-0.09483083,-0.04521862,54.53444,4.224701,-9.069373,1002.203
0.887206554,14.59719,-3.069055,1.261788,-1.037607,-0.09397221,-0.03991235,54.53444,4.224701,-9.069373,1002.203
0.892261982,15.14887,-3.250846,1.323023,-1.030821,-0.09471168,-0.0471766,54.53444,4.224701,-9.069373,1002.205
0.897317409,15.21017,-3.250846,1.384258,-1.031729,-0.09152332,-0.03368189,54.53444,4.224701,-9.069373,1002.205
0.902372360,15.02628,-2.766071,1.078083,-1.035086,-0.09740879,-0.03475723,54.53444,4.224701,-9.069373,1002.205
0.904900551,14.71979,-2.705474,0.9556131,-1.035139,-0.09207327,-0.03366363,54.53444,4.224701,-9.069373,1002.205
0.909955978,14.59719,-2.523683,0.9556131,-1.037058,-0.09502762,-0.03372058,54.53444,4.224701,-9.069373,1002.205
0.915011406,14.4746,-2.766071,1.139318,-1.032786,-0.08567725,-0.03543833,54.53444,4.224701,-9.069373,1002.205
0.920066357,14.5359,-2.40249,1.261788,-1.038136,-0.08581255,-0.03299743,54.53444,4.224701,-9.069373,1002.205
0.925121784,14.4133,-2.523683,1.078083,-1.040508,-0.08883956,-0.02874315,54.53444,4.224701,-9.069373,1002.205
0.930177212,14.22941,-2.038908,1.139318,-1.037151,-0.0820026,-0.02620737,54.8964,4.60445,-9.072932,1002.205
0.935232162,14.4133,-1.493537,1.078083,-1.03814,-0.08675695,-0.03493641,54.8964,4.60445,-9.072932,1002.205
0.940287590,14.5359,-1.675327,1.078083,-1.039499,-0.09269085,-0.03028683,54.8964,4.60445,-9.072932,1002.205
0.945343018,14.78109,-1.61473,1.078083,-1.040539,-0.08449789,-0.02623876,54.8964,4.60445,-9.072932,1002.205
0.950398445,14.90368,-1.796521,0.9556131,-1.038646,-0.0838763,-0.03294341,54.8964,4.60445,-9.072932,1002.205
0.955453396,14.65849,-1.311746,0.9556131,-1.040557,-0.07637151,-0.01645699,54.8964,4.60445,-9.072932,1002.205
0.960508823,14.4133,-1.372343,1.200553,-1.043943,-0.08172828,-0.02039115,54.8964,4.60445,-9.072932,1002.205
0.965564251,14.5359,-1.43294,1.139318,-1.037188,-0.08098049,-0.02953232,54.8964,4.60445,-9.072932,1002.205
0.970619678,14.59719,-1.493537,0.9556131,-1.041579,-0.08249304,-0.03144426,54.8964,4.60445,-9.072932,1002.205
0.975674629,14.4746,-1.675327,1.016848,-1.04047,-0.08795872,-0.02249734,54.8964,4.60445,-9.072932,1002.205
0.980730057,14.22941,-1.372343,0.8943781,-1.033242,-0.08003401,-0.02284302,54.53444,4.224701,-9.069373,1002.205
0.985785484,13.67773,-1.311746,1.078083,-1.039591,-0.07871436,-0.02131319,54.53444,4.224701,-9.069373,1002.205
0.990840435,12.94216,-1.43294,0.9556131,-1.036587,-0.07975257,-0.01322917,54.53444,4.224701,-9.069373,1002.205
0.995895863,12.0227,-1.372343,0.8331431,-1.041985,-0.07599014,-0.01116751,54.53444,4.224701,-9.069373,1002.205
1.000951290,11.8388,-1.493537,0.8943781,-1.038545,-0.07930259,-0.01319923,54.53444,4.224701,-9.069373,1002.205
1.006006718,11.8388,-1.796521,0.8331431,-1.035539,-0.08415376,-0.01047841,54.53444,4.224701,-9.069373,1002.205
1.011061668,11.28713,-1.796521,0.8943781,-1.040329,-0.08822007,-0.004791431,54.53444,4.224701,-9.069373,1002.205
1.016117096,10.79675,-1.978312,0.8331431,-1.039008,-0.08745218,-0.02201954,54.53444,4.224701,-9.069373,1002.205
1.021172524,10.18377,-2.038908,0.8331431,-1.042423,-0.08656432,-0.02052842,54.53444,4.224701,-9.069373,1002.205
1.026227951,9.877282,-2.220699,1.016848,-1.038975,-0.09132165,-0.02355444,54.53444,4.224701,-9.069373,1002.205
1.031282902,10.18377,-2.038908,0.9556131,-1.040576,-0.08157284,-0.02664282,54.52488,4.223153,-9.967511,1002.205
1.036338329,10.91934,-2.40249,1.078083,-1.038112,-0.08300051,-0.02574489,54.52488,4.223153,-9.967511,1002.205
1.041393757,11.59361,-1.917715,1.078083,-1.039578,-0.08349998,-0.02670123,54.52488,4.223153,-9.967511,1002.205
1.046451569,11.71621,-1.554133,1.016848,-1.03751,-0.09034292,-0.02210716,54.52488,4.223153,-9.967511,1002.205
1.051504135,11.34842,-1.190552,0.8331431,-1.035227,-0.08143754,-0.02908372,54.52488,4.223153,-9.967511,1002.205
1.056559563,11.10323,-1.129955,0.8943781,-1.027896,-0.07989165,-0.02576245,54.52488,4.223153,-9.967511,1002.205
